Are_Donations_Deductable,City,EIN,Fiscal_Year_End,In_Care_Of,Is_Org_Private,Latest_Report,Org_Name,Ruling_Date,State,Street_Address,Subsection,Total_Assets,Total_Revenues,ZIP
Yes,New York,133215438,12,% ALAN ADELSON,No,201312,THE JEWISH HERITAGE WRITING PROJECT INC,198405,New York,150 Franklin St Apt 1w,501(c)(3),0.0,0.0,10013
No,New York,133215864,12,None Shown,Yes,201312,CONTRACTORS ASSOCIATION OF GRTR NY INC INDUSTRY ADVANCEMENT FUND,198501,New York,950 Third Ave 25 Flr,501(c)(6),2990768.0,1452074.0,10022
Yes,New York,133215997,12,% ARTHUR ANDERSEN & CO ATTN J SABO,Yes,201312,ONE EAST SIXTIETH STREET HISTORICAL FOUNDATION,198411,New York,1 E 60th St,501(c)(3),663921.0,580709.0,10022
Yes,New York,133216152,12,% JANICE HERMANN,No,201312,JOYCE & IRVING GOLDMAN FAMILY FOUNDATION INC,198407,New York,417 Fifth Avenue,501(c)(3),152073503.0,0.0,10016
Yes,New York,133216408,09,None Shown,Yes,201309,NONPROFIT COORDINATING COMMITTEE OF NEW YORK INC,198412,New York,135 W 36th St Fl 15,501(c)(3),1758682.0,1206059.0,10018
Yes,New York,133216425,06,None Shown,Yes,201306,INSTITUTE OF CORE ENERGETICS INC,198505,New York,150 W 28th St Ste 1803,501(c)(3),235080.0,411060.0,10001
Yes,New York,133216738,06,None Shown,No,201306,FLORILEGIUM INC,198411,New York,Po Box 6609,501(c)(3),0.0,0.0,10150
Yes,New York,133216947,12,% RICHARD L ABRAMS,No,201312,ASSOCIATION FOR THE ADVANCEMENT OF CREATIVE MUSICIANS NYC CHAPTER INC,198507,New York,Po Box 187,501(c)(3),0.0,0.0,10108
Yes,New York,133217227,12,% WONG & CO CPAS,No,0,CHINESE EVANGEL MISSION CHURCH,196606,New York,97 Madison St,501(c)(3),0.0,0.0,10002
Yes,New York,133217255,12,% JUOZAS A KAZLAS,No,201312,INTERNATIONAL VIDEO INSTITUTE INC,198406,New York,255 W 98th St Apt 1a,501(c)(3),0.0,0.0,10025
Yes,New York,133217802,12,None Shown,No,201112,INTER-AMERICAN PARLIAMENTARY GROUP ON POPULATION AND DEVELOPMENT INC,198410,New York,1745 Broadway 17th Flr,501(c)(3),27210.0,371793.0,10019
Yes,New York,133217805,06,None Shown,Yes,201306,LESBIAN AND GAY COMMUNITY SERVICES CENTER INC,198504,New York,208 W 13th St,501(c)(3),16858725.0,9253338.0,10011
Yes,New York,133218253,08,None Shown,Yes,201308,ATLANTIC THEATER COMPANY,198702,New York,336 W 20th St,501(c)(3),10557492.0,7724452.0,10011
Yes,New York,133218842,06,% THE BROWNING SCHOOL,Yes,201306,NEW YORK INTERSCHOOL ASSOCIATION INC,198501,New York,260 W 78th St,501(c)(3),261457.0,518004.0,10024
Yes,New York,133218852,03,None Shown,Yes,201303,EVERLASTING PINE HOUSING DEVELOPMENT FUND COMPANY INC,198412,New York,96 Baxter Street,501(c)(3),3510491.0,1735048.0,10013
Yes,New York,133219208,12,% BRUCE MORRIS,No,201312,PARQUE DE TRANQUILIDAD INC,199004,New York,Po Box 20666,501(c)(3),0.0,0.0,10009
Yes,New York,133219380,04,% LOU HAMMOND & ASSOCIATES,Yes,201304,WORLD WINGS INTERNATIONAL INC,198707,New York,39 East 51 Street,501(c)(3),230082.0,238200.0,10022
Yes,New York,133219419,06,None Shown,Yes,201306,THE GRADUATE CENTER FOUNDATION INC,198409,New York,365 Fifth Avenue 8th Floor,501(c)(3),38015295.0,7971206.0,10016
No,New York,133219458,06,None Shown,No,201306,GARMENT INDUSTRY DEVELOPMENT CORPORATION,198602,New York,262 W 38th St Rm 506,501(c)(6),387351.0,2550.0,10018
Yes,New York,133219847,12,None Shown,Yes,201212,AMERICAN FRIENDS OF THE PARIS OPERA & BALLET,198503,New York,972 5th Ave,501(c)(3),1575432.0,637346.0,10075
Yes,New York,133220185,12,% DIANE WALLER,No,201212,DROMENON OF GREATER NEW YORK INC,201408,New York,25 W 13th St Apt 6as,501(c)(3),4142.0,724.0,10011
Yes,New York,133220371,12,% SUNY CENTER FOR STUDENT RECRUITME,No,201212,THE BIG APPLE COLLEGE INFORMATION PROGRAM INC,198506,New York,33 W 42nd St,501(c)(3),223684.0,49840.0,10036
Yes,New York,133221298,12,% RITA J KAPLAN,No,201312,RITA J AND STANLEY H KAPLAN FOUNDATION INC,198503,New York,866 United Nations Plaza,501(c)(3),19497061.0,0.0,10017
No,New York,133221357,06,% VALERIE ANGEL,No,201306,INTERNATIONAL FEDERATION OF PSYCHOANALYTIC SOCIETIES,201409,New York,522 W End Ave Apt 5a,501(c)(6),90415.0,7415.0,10024
Yes,New York,133221478,12,% P & L MGMT & CONSULTING,Yes,201312,FOUNTAIN HOUSE RESIDENTIAL CORP,198412,New York,425 W 47th St,501(c)(3),397145.0,333994.0,10036
Yes,New York,133222570,07,% PETER LUDWIG,No,201307,NEW YORK SINGING TEACHERS ASSOCIATION INC,200108,New York,142 W End Ave Apt 14v,501(c)(3),164427.0,33397.0,10023
Yes,New York,133224150,06,None Shown,Yes,201306,DESIGN INDUSTRIES FOUNDATION FIGHTING AIDS INC,198506,New York,200 Lexington Ave Rm 1016,501(c)(3),1155488.0,1671904.0,10016
Yes,New York,133224395,08,% KEVIN LIPPERT,No,201108,PAMPHLET ARCHITECTURE LTD,198712,New York,37 E 7th St,501(c)(3),0.0,0.0,10003
Yes,New York,133224400,06,None Shown,Yes,201306,BOROUGH OF MANHATTAN COMMUNITY COLLEGE PERFORMING ARTS CENTER INC,199011,New York,199 Chambers St Rm S110c,501(c)(3),214713.0,880313.0,10007
Yes,New York,133224954,06,None Shown,Yes,201306,THE DENNELISSE CORP,198701,New York,16 E 4oth St 12th Fl,501(c)(3),1693915.0,3696995.0,10016
Yes,New York,133225109,12,None Shown,No,0,EVANGELISTIC TEMPLE CHURCH OF GOD IN CHRIST,199102,New York,465 W 162nd St,501(c)(3),0.0,0.0,10032
No,New York,133225260,12,% ALEXANDER THOMAS,Yes,201212,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,195708,New York,123 Barclay St 7th Fl,501(c)(5),76590.0,218952.0,10007
Yes,New York,133225336,10,% BCRS ASSOCIATES,No,201310,THE FOUR OAKS FOUNDATION INC,200012,New York,77 Water St 9fl,501(c)(3),4372245.0,0.0,10005
Yes,New York,133225473,06,% CHINESE-AMERICAN PLANNING COUNCIL,Yes,201306,384 GRAND STREET HOUSING DEVELOPMENT FUND COMPANY INC,198811,New York,200 W 57th St Ste 702,501(c)(3),2601069.0,624039.0,10019
No,New York,133225513,12,% MATTHEW SKINNER,No,201312,LESBIAN AND GAY LAW ASSOCIATION OF GREATER NY,198603,New York,601 West 26th Street Suite 325-20,501(c)(6),0.0,0.0,10001
Yes,New York,133225860,10,None Shown,No,0,GREATER CENTRAL BAPTIST CHURCH OF NEW YORK CITY INC,199107,New York,2152 5th Ave # 58,501(c)(3),0.0,0.0,10037
No,New York,133226170,09,% FSIX INC,No,0,FINANCIAL SERVICES INDUSTRY EXCHANGE INC,201406,New York,Po Box 4139,501(c)(4),0.0,0.0,10163
Yes,New York,133226212,07,% LOEB PARTNERS REALTY,No,201307,THE AMERICAN FRIENDS OF THE CHAMBER ORCHESTRA OF EUROPE INC,198501,New York,521 5th Ave Ste 2300,501(c)(3),317070.0,972.0,10175
Yes,New York,133226244,12,None Shown,No,0,THE WHOLE TRUTH CHURCH CENTER AND RELIGIOUS TRAINING INSTITUTE OF,199004,New York,790 Riverside Dr Apt 10g,501(c)(3),0.0,0.0,10032
Yes,New York,133226735,12,% MARION JAVITS,No,201212,JACOB K JAVITS FOUNDATION INC,198409,New York,C/o Marian Javits 322 East 57th St,501(c)(3),1674278.0,0.0,10022
Yes,New York,133227538,12,None Shown,No,0,MESILAH INC,198502,New York,131 W 86th St,501(c)(3),0.0,0.0,10024
Yes,New York,133227675,07,% ELYSE CURTIS,No,201407,SCIENCE OF LIGHT INC,198606,New York,191 Claremont Ave,501(c)(3),0.0,0.0,10027
Yes,New York,133227895,12,% CHERYL SELTZER,No,201312,NEW YORK CONSORTIUM FOR NEW MUSIC INC,198404,New York,333 W End Ave Apt 16c,501(c)(3),0.0,0.0,10023
Yes,New York,133228102,07,% GWATHMEY,No,201407,ROBERT STEEL FOUNDATION FOR PEDIATRIC CANCER RESEARCH INC,198503,New York,1115 5th Ave,501(c)(3),0.0,0.0,10128
Yes,New York,133228140,08,None Shown,Yes,201308,DE LA SALLE ACADEMY,198805,New York,332 W 43rd St,501(c)(3),10822616.0,4699372.0,10036
Yes,New York,133228165,06,% KATE THOMAS,No,201406,B MUSE INCORPORATED,199010,New York,301 West 108 Street,501(c)(3),0.0,0.0,10025
Yes,New York,133228315,05,% DONNA NIEMANN,No,201405,SEVENTH SIGN THEATRE CO INC,198706,New York,327 Central Park W,501(c)(3),0.0,0.0,10025
Yes,New York,133228334,12,% JOAN KOENIG,Yes,201312,FAMILY CARE INTERNATIONAL INC,198412,New York,45 Broadway,501(c)(3),2672469.0,3865978.0,10006
Yes,New York,133228528,06,None Shown,Yes,201306,THE HELICON FOUNDATION INC,198501,New York,2067 Broadway Rm 50,501(c)(3),533415.0,124383.0,10023
Yes,New York,133228888,12,% JACOB ISRAEL,No,201312,GEORGE SAKIER FOUNDATION,198708,New York,160 W 66th Street,501(c)(3),20137.0,0.0,10023
Yes,New York,133228986,12,None Shown,No,201312,ADVERTISING EDUCATIONAL FOUNDATION,196008,New York,220 East 42nd Street,501(c)(3),13302854.0,0.0,10017
Yes,New York,133229474,12,None Shown,No,201212,THE CHAZEN FOUNDATION,198412,New York,500 5th Ave Fl 5,501(c)(3),5593768.0,0.0,10110
Yes,New York,133229511,06,None Shown,Yes,201306,LAW LIBRARY ASSOCIATION OF GREATER NEW YORK,198411,New York,Po Box 5296,501(c)(3),115387.0,69022.0,10185
Yes,New York,133229829,04,None Shown,No,201404,KOREAN LANGUAGE & CULTURAL INSTITUTE INC,199101,New York,39 W 32nd St,501(c)(3),13182.0,0.0,10001
Yes,New York,133229931,12,% HARRIET NESBITT,No,201312,MOTHERS FOR MORE HALFWAY HOUSES INC,198501,New York,321 E 66th St Apt 1d,501(c)(3),0.0,0.0,10065
Yes,New York,133229941,12,% POLLY FERMAN,No,201312,PANAMERICAN MUSICAL ART RESEARCH INC,198909,New York,644 West 185 Street,501(c)(3),2100.0,30627.0,10033
Yes,New York,133230156,01,% ISAAC HIDARY,Yes,201401,AMERICAN FRIENDS OF MERKAZ HATORAH INC,198411,New York,10 West 33rd Street,501(c)(3),16248.0,55915.0,10001
Yes,New York,133230320,12,None Shown,No,201212,SHOREWALKERS INC,198509,New York,241 W 97 Street,501(c)(3),0.0,0.0,10025
Yes,New York,133230406,06,% WPP GROUP USA INC,No,201306,THE OGILVY FOUNDATION,198505,New York,100 Park Ave Fl 4,501(c)(3),886429.0,0.0,10017
Yes,New York,133230452,06,% FRANES HILL,Yes,201306,PLAYWRIGHTS PREVIEW PRODUCTIONS LTD,198411,New York,555 8th Ave Number 1800,501(c)(3),273503.0,538667.0,10018
Yes,New York,133230516,11,None Shown,Yes,201311,SELK HOUSING DEVELOPMENT FUND COMPANY INC,198701,New York,2079 Frederick Douglas Blvd,501(c)(3),5299189.0,1509183.0,10026
Yes,New York,133230661,12,None Shown,No,201312,JEANNE S FRIEDMAN FOUNDATION,198410,New York,825 Third Ave 25th Flr,501(c)(3),138676.0,0.0,10022
Yes,New York,133234305,06,% JAMES DEBERRY,No,0,ORGANIZATION FOR HUMAN DEVELOPMENT & SOCIAL CHANGE INC,201410,New York,2070 1st Ave Apt 850,501(c)(3),0.0,0.0,10029
Yes,New York,133234630,04,None Shown,Yes,201304,VOLUNTEERS OF LEGAL SERVICE INC,198502,New York,281 Park Ave S,501(c)(3),1175319.0,997144.0,10010
Yes,New York,133234632,06,% DONALD L NAGLE,Yes,201306,ASIA SOCIETY,198508,New York,725 Park Ave,501(c)(3),102736271.0,28517478.0,10021
Yes,New York,133234953,12,None Shown,Yes,201212,UNITED STATES COUNCIL FOUNDATION INC,198608,New York,1212 Avenue Of The Americas Fl 21,501(c)(3),52409.0,346500.0,10036
Yes,New York,133235274,06,None Shown,Yes,201306,I CANTORI DI NEW YORK INC,198710,New York,Po Box 1376,501(c)(3),55288.0,66092.0,10185
Yes,New York,133235413,06,None Shown,Yes,201306,BOROUGH OF MANHATTAN COMMUNITY COLLEGE AUXILIARY ENTERPRISES CORP,198504,New York,199 Chambers St,501(c)(3),5168981.0,1149942.0,10007
No,New York,133235617,08,% JARVIS IRVING & CO,Yes,201308,NEW YORK WOMENS CULINARY ALLIANCE,198606,New York,Jarvis Irving Co 104 5th Avenue,501(c)(6),119440.0,50731.0,10011
Yes,New York,133235682,12,None Shown,Yes,201212,BALLET SCHOOL OF NEW YORK INC,198508,New York,30 East 3lst Street,501(c)(3),53844.0,193854.0,10016
Yes,New York,133235906,12,None Shown,No,0,INTERFAITH CENTER ON CORPORATE RESPONSIBILITY,198502,New York,475 Riverside Dr Ste 1842,501(c)(3),0.0,0.0,10115
Yes,New York,133236064,12,None Shown,No,201212,THE BRODSKY FAMILY FOUNDATION,198506,New York,400 West 59th Street,501(c)(3),11455575.0,0.0,10019
Yes,New York,133236256,06,None Shown,Yes,201306,PERIDANCE ENSEMBLE LTD,198503,New York,126 E 13th St,501(c)(3),19920.0,113144.0,10003
Yes,New York,133236281,07,None Shown,Yes,201307,HUNTER COLLEGE HIGH SCHOOL PARENTS TEACHERS ASSOCIATION,198510,New York,71 E 94th St,501(c)(3),643475.0,864159.0,10128
Yes,New York,133236869,06,None Shown,Yes,201206,SICK KIDS NEED INVOLVED PEOPLE OF NEW YORK INC,198907,New York,601 W 26th St Rm 522,501(c)(3),8019539.0,11284197.0,10001
Yes,New York,133236892,06,% GRANT THORNTON LLP,No,201306,HARA MUSEUM FUND,198509,New York,60 Broad Street,501(c)(3),386750.0,0.0,10004
Yes,New York,133236910,12,% SULLIVAN & CROMWELL,No,201312,TH FLAGLER FOUNDATION INC,198411,New York,125 Broad St,501(c)(3),419529.0,0.0,10004
Yes,New York,133236911,12,% RICHARDS ONEIL & ALLEGAERT,No,0,THE JULIE GOULD FUND FOR MEDICAL RESEARCH,198411,New York,660 Madison Ave,501(c)(3),0.0,0.0,10021
Yes,New York,133237110,12,None Shown,Yes,201212,CORPORATION FOR EDUCATIONAL RADIO AND TELEVISION,198411,New York,Television,501(c)(3),19834.0,59441.0,10028
Yes,New York,133237111,12,% JEFF TARR,No,201212,JCT FOUNDATION,198412,New York,145 Central Park W Apt 25c,501(c)(3),23134319.0,0.0,10023
Yes,New York,133237112,03,None Shown,No,201403,FORDHAM INTERNATIONAL LAW JOURNAL ALUMNI ASSOCIATION INC,198810,New York,140 W 62nd Street Room 2,501(c)(3),0.0,0.0,10023
Yes,New York,133238556,06,None Shown,Yes,201306,138-152 W 143RD ST HOUSING DEVELOPM ENT FUND CORPORATION,198412,New York,1652 Amsterdam Avenue,501(c)(3),1272628.0,1564041.0,10031
Yes,New York,133238626,12,% WHGA,Yes,201212,JOSEPH J YANCY JR HOUSING DEVELOPMENT FUND COMPANY INC,199711,New York,140-146 West 142nd Street,501(c)(3),4733728.0,768146.0,10030
Yes,New York,133238637,12,None Shown,No,201312,NEW YORK MILTON H ERICKSON SOCIETY FOR PSYCHOTHERAPY AND HYPNOSIS,200206,New York,210 West 80th Street,501(c)(3),22564.0,10463.0,10024
Yes,New York,133238639,06,% HIRSCHEN & SINGER,Yes,201306,ST PHILIPS ON WEST 128TH ST CORPORATION,198412,New York,290 Lenox Avenue 3rd Floor,501(c)(3),957509.0,455373.0,10027
Yes,New York,133238657,12,None Shown,Yes,201212,NONPROFIT FINANCE FUND,198504,New York,70 W 36th St Fl 11,501(c)(3),99338153.0,34915865.0,10018
Yes,New York,133239797,12,None Shown,No,0,CHURCH OF SCIENTOLOGY CELEBRITY CENTRE NEW YORK,199310,New York,65 E 82nd St,501(c)(3),0.0,0.0,10028
Yes,New York,133240270,06,None Shown,Yes,201306,BERNARD M BARUCH COLLEGE AUXILIARY ENTERPRISES CORPORATION,198712,New York,One Bernard Baruch Way No B2185,501(c)(3),718945.0,2268710.0,10010
Yes,New York,133240357,01,None Shown,No,201301,INSTITUTE FOR SCHOOLS OF THE FUTURE,198412,New York,123 W 77th St Apt 4a,501(c)(3),79704.0,149.0,10024
Yes,New York,133240366,09,%,Yes,201309,NEW YORK POPS INC,198404,New York,333 W 52nd St Ste 600,501(c)(3),461177.0,1649242.0,10019
No,New York,133240645,05,% BERTIE CARAWAY,Yes,201305,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,195708,New York,420 W 45th St,501(c)(5),219766.0,178278.0,10036
Yes,New York,133241883,03,None Shown,No,0,FOUNDATION FOR POSITIVE THOUGHT JUDAISM,198508,New York,Po Box 5512,501(c)(3),0.0,0.0,10185
Yes,New York,133242710,08,% BONNIE STEIN,No,201308,SCHOOL OFHARD KNOCKS INC,198502,New York,201 East 4th Street,501(c)(3),44692.0,5710.0,10009
Yes,New York,133242733,12,None Shown,No,201212,WEST VILLAGE COMMITTEE INC,198503,New York,702 Greenwich St,501(c)(3),0.0,0.0,10014
Yes,New York,133242753,10,None Shown,No,201310,THE JOUKOWSKY FAMILY FOUNDATION,198502,New York,410 Park Ave Ste 1610,501(c)(3),17762237.0,0.0,10022
Yes,New York,133242776,09,% HARVEY SALOMON MD,No,201309,DOSNY INC,198503,New York,165 W End Ave Apt 29n,501(c)(3),0.0,0.0,10023
Yes,New York,133243728,06,None Shown,Yes,201306,THE APPRAISAL INSTITUTE OF AMERICA INC,198504,New York,212 W 35th St Fl 11,501(c)(3),50520.0,373632.0,10001
Yes,New York,133244177,12,% GARY GEOGHEGAN,No,201312,RETURNED PEACE CORPS VOLUNTEERS OF GREATER NEW YORK INC,198603,New York,145 W 96th St 15a,501(c)(3),0.0,0.0,10025
Yes,New York,133244308,12,% HECHT AND COMPANY PC,No,201312,HELEN FRANKENTHALER FOUNDATION INC,198503,New York,622 3rd Ave,501(c)(3),98525400.0,0.0,10017
Yes,New York,133244432,06,% MICHEL SCHNEIDER PRES,Yes,201306,THE STONEWALL CHORALE INC,198503,New York,Po Box 920,501(c)(3),23755.0,59357.0,10011
Yes,New York,133244450,05,% EDWARD MOSTOLLER,No,201405,UNEMPLOYMENT ACTION CENTER INC,198708,New York,240 Mercer Street,501(c)(3),0.0,0.0,10012
Yes,New York,133244944,12,None Shown,Yes,201312,MUSIC FROM CHINA INC,198703,New York,170 Park Row Apt 12d,501(c)(3),276095.0,134828.0,10038
Yes,New York,133244953,03,% VITTORIA & PARKER,No,201403,SICE SOCIETY OF INTERNATIONAL CULTURAL EXCHANGE INC,198905,New York,150 E 52nd St Fl 34,501(c)(3),857660.0,0.0,10022
Yes,New York,133245633,12,% PAUL FELZEN ESQ,No,201312,THE LASKIN CHARITABLE FOUNDATION INC,198509,New York,C/o Paul Felzen Esq,501(c)(3),8039986.0,0.0,10022
Yes,New York,133246104,06,% LAZARD FRERES & CO LLC,No,201306,THE MEZZACAPPA FOUNDATION,198508,New York,830 3rd Ave Fl 2,501(c)(3),552965.0,0.0,10022
Yes,New York,133246249,12,% MARC GOULD,Yes,201212,HSS PROPERTIES CORPORATION,198503,New York,Att Payroll Dept 535 East 70th Stre,501(c)(3),92047584.0,35889661.0,10021
Yes,New York,133246436,08,% SAMUEL KAUFMAN,Yes,201308,DERMATOLOGIC SOCIETY OF GREATER NEW YORK INC,198506,New York,521 Fifth,501(c)(3),632824.0,63004.0,10175
Yes,New York,133246747,08,% SANDRA ELM,No,201308,PRISM CHAMBER ORCHESTRA INC,198509,New York,161 W 54th St Apt 1203,501(c)(3),0.0,0.0,10019
Yes,New York,133247309,12,None Shown,No,201112,THE ESHE FUND,198604,New York,Po Box 65,501(c)(3),5510601.0,0.0,10159
Yes,New York,133247601,02,% BCRS ASSOCIATES LLC,No,201302,EMWIGA FOUNDATION,198602,New York,77 Water St 9th Fl,501(c)(3),5261350.0,0.0,10005
Yes,New York,133248046,02,% MARILYN CALISTER WTAS,No,201302,HAYDEN FAMILY FOUNDATION,198604,New York,1177 Avenue Of The Americas Fl 18,501(c)(3),11541453.0,0.0,10036
No,New York,133248589,12,None Shown,Yes,201312,NEW YORK PROFESSIONAL NURSES UNION,198706,New York,241 E 75th St,501(c)(5),609632.0,121892.0,10021
Yes,New York,133248777,12,None Shown,Yes,201312,EL BARRIOS OPERATION FIGHT BACK INC,198806,New York,413 East 120th St Rm 403,501(c)(3),1974783.0,1306226.0,10035
Yes,New York,133248876,12,None Shown,Yes,201212,THE OLIVER SCHOLARS PROGRAM INC,198503,New York,80 Maiden Ln,501(c)(3),4814550.0,1963993.0,10038
Yes,New York,133249239,12,% THE MILLBURN CORPORATION,No,201212,BEKER FOUNDATION,198504,New York,1270 Avenue Of The Americas Fl 11,501(c)(3),30875181.0,0.0,10020
Yes,New York,133249311,06,% GARY CANNIZZO,Yes,201306,BMI FOUNDATION INC,198504,New York,250 Greenwich Street,501(c)(3),2499516.0,356247.0,10007
Yes,New York,133249351,12,None Shown,Yes,201312,FRIENDS OF MEXICAN DEVELOPMENT FOUNDATION,198504,New York,275 Madison Ave Fl 6,501(c)(3),28859.0,73500.0,10016
Yes,New York,133249462,06,None Shown,No,0,GEMILAS CHESED EZRAS TORAH,198505,New York,299 Broadway,501(c)(3),0.0,0.0,10007
Yes,New York,133249486,12,% NEIL M DELMAN,No,201312,HELEN AND PHILIP DELMAN FOUNDATION INC,198502,New York,35 Sutton Pl,501(c)(3),1604960.0,0.0,10022
Yes,New York,133249723,06,% SHULMAN CPA,Yes,201306,AMERICAN FRIENDS OF THE BIBLE LAND,198412,New York,6 W 48th St Fl 10,501(c)(3),4671914.0,905364.0,10036
Yes,New York,133250321,12,% MILLBURN CORP,No,201212,MALCOLM HEWITT WIENER FOUNDATION,198603,New York,1270 Avenue Of The Americas,501(c)(3),46612019.0,0.0,10020
Yes,New York,133250383,06,None Shown,Yes,0,SERVICES FOR THE UNDERSERVED INC,200602,New York,305 7th Ave Fl 10,501(c)(3),0.0,0.0,10001
Yes,New York,133250563,06,% DIANE KLAGES,No,201406,19TH PRECINCT COMMUNITY COUNCIL INC,199112,New York,153 E 67th St,501(c)(3),0.0,0.0,10065
Yes,New York,133251186,06,None Shown,Yes,201306,BMCC EARLY CHILDHOOD CENTER,198603,New York,199 Chambers St,501(c)(3),1742925.0,1216773.0,10007
Yes,New York,133251219,12,% C/O EUGENE M LANG FOUNDATION,No,201312,THE CONFERENCE OF BOARD CHAIRMEN INC,198505,New York,535 5th Ave Rm 906,501(c)(3),0.0,0.0,10017
Yes,New York,133251432,11,% WITHUMSMITH BROWN P C,No,201311,BEATRICE & SAMUEL A SEAVER FOUNDATION,198606,New York,1411 Broadway 9th Fl,501(c)(3),105633494.0,0.0,10018
No,New York,133251595,06,% GRAPHIC ARTISTS GUILD OF NEW YORK,No,201306,GRAPHIC ARTISTS GUILD OF NEW YORK,199509,New York,32 Broadway,501(c)(5),0.0,0.0,10004
Yes,New York,133251883,12,% POLAKOFF & MICHAELSON CPA PC,No,201212,NEW OBSERVATIONS LTD,198703,New York,225 W 34th St Ste 1513,501(c)(3),0.0,0.0,10122
Yes,New York,133252077,12,% ANTAX,Yes,201312,THE MABEL MERCER FOUNDATION INC,198606,New York,160 East 48th Street,501(c)(3),138757.0,236305.0,10017
Yes,New York,133252542,12,None Shown,No,201312,JOE A ESSES & SONS FOUNDATION INC,198605,New York,440 9th Avenue,501(c)(3),8660.0,0.0,10001
Yes,New York,133252781,06,None Shown,No,201306,GATEWAY PARENTS ASSOCIATION INC,198506,New York,211 West 61st Street,501(c)(3),0.0,0.0,10023
Yes,New York,133252800,12,None Shown,No,201212,AVI CHAI FOUNDATION,198503,New York,1015 Park Ave,501(c)(3),570152807.0,0.0,10028
Yes,New York,133253232,06,None Shown,Yes,201306,MUSICA DE CAMARA INC,198704,New York,1215 5th Avenue,501(c)(3),15595.0,84639.0,10029
Yes,New York,133253358,11,% BOTEIN HAYS AND SKLAR,No,201211,HYMAN AND ANN ARBESFELD FOUNDATION INC,198503,New York,118 E 40th St,501(c)(3),3300789.0,0.0,10016
Yes,New York,133253359,12,% MARGOT CARPENTER,Yes,201212,ELI SIEGEL-MARTHA BAIRD FOUNDATION INC,198503,New York,141 Greene St,501(c)(3),1733105.0,77888.0,10012
Yes,New York,133253712,06,% HIMAN BROWN,No,201406,RADIO DRAMA NETWORK INC,198503,New York,C/o Pryor Cashman Llp 7 Times Squar,501(c)(3),14447891.0,0.0,10036
Yes,New York,133253731,12,None Shown,No,201312,THE PETER JAY SHARP FOUNDATION,198504,New York,805 3rd Ave 9th Floor,501(c)(3),10035827.0,0.0,10022
Yes,New York,133254319,12,None Shown,Yes,201212,HUNGARIAN HUMAN RIGHTS FOUNDATION,201410,New York,120 E 90th St Apt 5d,501(c)(3),281466.0,196383.0,10128
Yes,New York,133254493,11,% ARTHUR FOX CPA,No,201311,THE STEINBERG FAMILY FUND INC,198512,New York,420 Lexington Ave Rm 1733,501(c)(3),10204493.0,0.0,10170
Yes,New York,133254769,12,None Shown,No,201212,NEW YORK WOMENS EMPLOYMENT CENTER INC,198904,New York,11 Broadway Ste 457,501(c)(3),10000.0,33575.0,10004
